58.0   58   0.0500   |   0.25865   0.35770   |   0.56514   15.04039  
59.0   59   0.0500   |   0.21447   0.31735   |   1.85118   14.55470  
60.0   60   0.0500   |   0.25393   0.17024   |   0.80417   13.52981  
61.0   61   0.0500   |   0.15759   0.60723   |   0.14361   13.88680  
62.0   62   0.0500   |   0.21942   0.31827   |   0.21922   10.07428  
63.0   63   0.0500   |   0.16540   0.39967   |   0.46272   10.60956  
64.0   64   0.0500   |   0.15739   0.59022   |   0.10778   10.72000  
65.0   65   0.0500   |   0.18510   0.32198   |   0.06995   10.96662  
66.0   66   0.0500   |   0.14912   0.14309   |   0.10546   9.52800  
67.0   67   0.0500   |   0.18976   0.42777   |   1.17466   10.61409  
68.0   68   0.0500   |   0.22559   0.75769   |   1.04174   10.95433  
69.0   69   0.0500   |   0.21512   0.35500   |   0.72628   10.57856  
70.0   70   0.0500   |   0.21863   0.52093   |   1.57852   10.29944  
71.0   71   0.0500   |   0.19688   0.24392   |   0.43445   10.48216  
72.0   72   0.0500   |   0.14515   0.39264   |   0.13997   10.29297  
73.0   73   0.0500   |   0.13840   0.51893   |   0.71827   14.19793  
74.0   74   0.0500   |   0.16157   0.35754   |   0.57433   8.92404  
75.0   75   0.0500   |   0.11677   0.75262   |   0.00979   10.19217  
76.0   76   0.0500   |   0.13591   0.37661   |   0.49042   12.04492  
77.0   77   0.0500   |   0.11023   0.33426   |   0.80151   8.43805  
78.0   78   0.0500   |   0.16476   0.34506   |   0.65562   11.04241  
79.0   79   0.0500   |   0.11548   0.26501   |   0.16383   8.55671  
80.0   80   0.0500   |   0.12931   0.26582   |   0.32472   9.55148  
81.0   81   0.0500   |   0.13068   0.22101   |   0.21609   10.87195  
82.0   82   0.0500   |   0.14452   0.26209   |   0.30193   8.67783  
83.0   83   0.0500   |   0.13630   0.35880   |   0.40254   9.88271  
84.0   84   0.0500   |   0.12590   0.40245   |   0.41243   11.52119  
85.0   85   0.0500   |   0.12790   0.41802   |   0.72041   10.08378  
86.0   86   0.0500   |   0.13225   0.51993   |   0.96907   11.42239  
87.0   87   0.0500   |   0.08831   0.38924   |   0.46614   8.83617  
88.0   88   0.0500   |   0.12677   0.69084   |   0.21377   9.34828  
89.0   89   0.0500   |   0.10326   0.81783   |   0.64232   8.44929  
90.0   90   0.0500   |   0.10707   0.12424   |   1.32793   11.73128  
91.0   91   0.0500   |   0.12068   0.60412   |   0.01083   10.62203  
92.0   92   0.0500   |   0.10479   0.06044   |   1.15625   10.52875  
93.0   93   0.0500   |   0.10693   0.28858   |   0.86187   7.97920  
94.0   94   0.0500   |   0.12877   0.27779   |   0.96005   8.73969  
95.0   95   0.0500   |   0.10988   0.53334   |   0.40458   8.56637  
96.0   96   0.0500   |   0.18268   0.47793   |   0.68664   9.43358  
97.0   97   0.0500   |   0.11998   0.68177   |   0.37555   9.35461  
98.0   98   0.0500   |   0.13837   0.50379   |   0.20317   9.05993  
99.0   99   0.0500   |   0.11900   0.66656   |   0.73972   12.75077  
100.0   100   0.0500   |   0.19608   0.91483   |   1.06658   9.87873  
101.0   101   0.0500   |   0.18759   1.60513   |   1.11388   9.53457  
102.0   102   0.0500   |   0.13457   0.47724   |   0.38530   11.73550  
103.0   103   0.0500   |   0.10920   0.48603   |   1.01597   9.09774  
104.0   104   0.0500   |   0.11134   0.87613   |   0.12599   9.16247  
105.0   105   0.0500   |   0.13479   0.69808   |   0.13018   8.53189  
106.0   106   0.0500   |   0.19974   0.35578   |   0.19588   7.99628  
107.0   107   0.0500   |   0.21282   0.33741   |   0.26291   7.97766  
108.0   108   0.0500   |   0.10773   0.31563   |   0.60839   8.53603  
109.0   109   0.0500   |   0.09694   0.33799   |   0.81681   9.36501  
110.0   110   0.0500   |   0.19808   0.32730   |   0.62981   8.97092  
111.0   111   0.0500   |   0.09983   0.31967   |   0.56720   9.75543  
112.0   112   0.0500   |   0.12076   0.34049   |   0.48688   7.22606  
113.0   113   0.0500   |   0.11683   0.26307   |   0.18065   8.07308  
114.0   114   0.0500   |   0.19470   0.45272   |   0.40460   8.56561  
115.0   115   0.0500   |   0.10592   0.18143   |   0.92169   6.80927  
116.0   116   0.0500   |   0.18273   0.27090   |   0.32362   8.18986  
117.0   117   0.0500   |   0.16626   0.30980   |   0.17565   7.89061  
118.0   118   0.0500   |   0.10241   0.27205   |   0.71826   6.34043  
119.0   119   0.0500   |   0.09936   0.33528   |   0.41034   10.58951  
120.0   120   0.0500   |   0.11950   0.33970   |   0.70738   11.11978  
121.0   121   0.0500   |   0.12512   0.47223   |   0.50588   8.64596  
122.0   122   0.0500   |   0.11538   0.60083   |   0.88160   11.15589  
123.0   123   0.0500   |   0.17581   0.45966   |   0.63298   11.03342  
124.0   124   0.0500   |   0.09907   0.39292   |   0.59612   8.03839  
125.0   125   0.0500   |   0.13312   0.19460   |   0.96650   10.32060  
126.0   126   0.0500   |   0.17233   0.31977   |   0.83958   9.02582  
127.0   127   0.0500   |   0.11391   0.39015   |   0.63073   8.57108  
128.0   128   0.0500   |   0.18459   0.79148   |   1.74288   9.13880  
129.0   129   0.0500   |   0.11015   0.71587   |   0.33362   7.20028  
130.0   130   0.0500   |   0.15691   0.18120   |   0.77567   8.19086  
131.0   131   0.0500   |   0.09855   0.47842   |   0.76828   9.47078  
132.0   132   0.0500   |   0.13613   0.45584   |   0.26455   8.07077  
133.0   133   0.0500   |   0.10476   0.46330   |   0.41568   8.64021  
134.0   134   0.0500   |   0.12811   0.34577   |   0.26034   6.83018  
135.0   135   0.0500   |   0.19263   0.50352   |   0.77931   7.92704  
136.0   136   0.0500   |   0.13749   0.46721   |   0.23108   13.99619  
137.0   137   0.0500   |   0.10611   0.49026   |   0.06882   7.01976  
138.0   138   0.0500   |   0.11943   0.72069   |   0.05213   11.05007  
139.0   139   0.0500   |   0.15709   0.57851   |   1.17609   8.46632  
140.0   140   0.0500   |   0.13768   0.30355   |   0.42323   8.17424  
141.0   141   0.0500   |   0.14658   0.26519   |   0.44168   7.94570  
142.0   142   0.0500   |   0.18091   0.32538   |   0.54961   7.45452  
143.0   143   0.0500   |   0.09502   0.70745   |   0.02065   8.54210  
144.0   144   0.0500   |   0.11556   0.42588   |   0.06251   6.08040  
145.0   145   0.0500   |   0.09540   0.34024   |   0.17914   6.53398  
146.0   146   0.0500   |   0.08497   0.33472   |   0.64443   7.32146  
147.0   147   0.0500   |   0.17109   0.25596   |   0.36604   6.76548  
148.0   148   0.0500   |   0.09332   0.30010   |   0.10135   11.03734  
149.0   149   0.0500   |   0.09787   0.36692   |   0.29930   7.27530  
150.0   150   0.0500   |   0.15479   0.46824   |   0.06436   7.80529  
151.0   151   0.0500   |   0.08493   0.56435   |   0.61686   5.71568  
152.0   152   0.0500   |   0.10818   0.45510   |   0.00972   7.33387  
153.0   153   0.0500   |   0.10037   0.30685   |   0.37486   6.56245  
154.0   154   0.0500   |   0.08589   0.23581   |   0.19383   9.08089  
155.0   155   0.0500   |   0.17574   0.50619   |   0.43763   7.03317  
156.0   156   0.0500   |   0.09862   0.28000   |   0.66559   8.64749  
157.0   157   0.0500   |   0.09918   0.33685   |   0.22207   9.91845  
158.0   158   0.0500   |   0.17233   0.29080   |   0.45609   7.27118  
159.0   159   0.0500   |   0.10374   0.26847   |   0.79032   6.28384  
160.0   160   0.0500   |   0.13033   0.36054   |   0.13419   10.16700  
161.0   161   0.0500   |   0.07916   0.41284   |   0.52853   6.30844  
162.0   162   0.0500   |   0.10281   0.39426   |   0.41925   8.96068  
163.0   163   0.0500   |   0.09741   0.35384   |   0.45518   9.74340  
164.0   164   0.0500   |   0.09764   0.21567   |   0.08773   8.13833  
165.0   165   0.0500   |   0.09604   0.37402   |   0.28742   5.19654  
166.0   166   0.0500   |   0.10117   0.38092   |   0.34583   9.45623  
167.0   167   0.0500   |   0.09987   0.20679   |   0.27022   5.33794  
168.0   168   0.0500   |   0.17056   0.51397   |   0.46763   7.55273  
169.0   169   0.0500   |   0.10047   0.40983   |   0.25010   7.72846  
170.0   170   0.0500   |   0.08067   0.22303   |   0.04342   4.36739  
171.0   171   0.0500   |   0.08451   0.23032   |   0.27131   7.62648  
172.0   172   0.0500   |   0.19145   0.89088   |   0.62776   7.09952  
173.0   173   0.0500   |   0.08914   0.20341   |   0.31792   8.32898  
174.0   174   0.0500   |   0.08129   0.22317   |   0.47214   8.34381  
175.0   175   0.0500   |   0.16323   0.33009   |   0.54286   9.19082  
176.0   176   0.0500   |   0.09567   0.28251   |   0.81237   7.37428  
177.0   177   0.0500   |   0.08016   0.31342   |   0.45921   7.36634  
178.0   178   0.0500   |   0.08966   0.28868   |   0.76734   8.82251  
179.0   179   0.0500   |   0.08500   0.27496   |   0.42336   7.91105  
180.0   180   0.0500   |   0.14174   0.31068   |   0.33371   9.70897  
181.0   181   0.0500   |   0.12113   0.56141   |   0.45901   10.12716  
182.0   182   0.0500   |   0.14725   0.71356   |   0.41779   8.43380  
183.0   183   0.0500   |   0.12051   0.44040   |   0.21192   9.69958  
184.0   184   0.0500   |   0.16690   0.60455   |   0.61171   7.54580  
185.0   185   0.0500   |   0.14927   0.33523   |   0.21652   7.37699  
186.0   186   0.0500   |   0.07810   0.44780   |   1.08010   7.33221  
187.0   187   0.0500   |   0.07475   0.43675   |   0.35761   6.72514  
188.0   188   0.0500   |   0.09266   0.49720   |   0.14919   8.77598  
189.0   189   0.0500   |   0.11208   0.46766   |   0.13053   8.43613  
190.0   190   0.0500   |   0.07586   0.17675   |   0.68145   7.88540  
191.0   191   0.0500   |   0.08011   0.34148   |   0.90875   8.98756  
192.0   192   0.0500   |   0.08535   0.42293   |   1.00131   9.64619  
193.0   193   0.0500   |   0.09044   0.57767   |   1.48441   6.84384  
194.0   194   0.0500   |   0.08977   0.52279   |   0.13869   5.26710  
195.0   195   0.0500   |   0.07956   0.40105   |   0.42426   7.88478  
196.0   196   0.0500   |   0.09783   0.39623   |   0.08760   4.61250  
197.0   197   0.0500   |   0.09057   0.30319   |   0.30271   10.59824  
198.0   198   0.0500   |   0.09419   0.20751   |   0.49107   10.50096  
199.0   199   0.0500   |   0.07673   0.42658   |   0.04403   6.07638  
200.0   200   0.0500   |   0.07674   0.33871   |   0.70538   6.45332  
201.0   201   0.0500   |   0.16637   0.45161   |   0.97635   6.62114  
202.0   202   0.0500   |   0.08738   0.46618   |   0.83921   7.64928  
203.0   203   0.0500   |   0.08023   0.28622   |   0.19485   8.20862  
204.0   204   0.0500   |   0.16528   0.37089   |   0.65783   7.37877  
205.0   205   0.0500   |   0.07501   0.60245   |   0.50334   8.34272  
206.0   206   0.0500   |   0.10194   0.36076   |   0.35467   5.46819  
207.0   207   0.0500   |   0.08533   0.35617   |   0.47909   5.49370  
208.0   208   0.0500   |   0.08994   0.19726   |   0.39280   5.13837  
209.0   209   0.0500   |   0.06871   0.31225   |   0.56278   5.93469  
210.0   210   0.0500   |   0.16032   0.18091   |   0.74800   5.61789  
211.0   211   0.0500   |   0.10422   0.34724   |   0.63961   7.48262  
212.0   212   0.0500   |   0.08932   0.45790   |   0.52735   3.69961  
213.0   213   0.0500   |   0.08585   0.36411   |   0.37952   7.00931  
214.0   214   0.0500   |   0.07056   0.21396   |   0.74304   6.23068  
215.0   215   0.0500   |   0.08825   0.48325   |   0.30467   6.04752  
216.0   216   0.0500   |   0.08752   0.28148   |   0.24306   5.90174  
217.0   217   0.0500   |   0.14934   0.58125   |   0.57530   6.75761  
218.0   218   0.0500   |   0.08500   0.13858   |   0.16538   5.16647  
219.0   219   0.0500   |   0.18025   0.27666   |   0.57127   6.51913  
220.0   220   0.0500   |   0.16220   0.31564   |   0.44074   5.91285  
221.0   221   0.0500   |   0.06486   0.39832   |   0.68670   5.71062  
222.0   222   0.0500   |   0.07147   0.35261   |   0.41264   7.74237  
223.0   223   0.0500   |   0.08075   0.42464   |   0.55991   6.25587  
224.0   224   0.0500   |   0.08016   0.28265   |   0.49952   10.64302  
225.0   225   0.0500   |   0.07723   0.37671   |   0.32772   9.85552  
226.0   226   0.0500   |   0.08152   0.32197   |   0.33431   6.42785  
227.0   227   0.0500   |   0.07814   0.46434   |   0.42164   6.22651  
228.0   228   0.0500   |   0.07100   0.32431   |   0.35761   5.91942  
229.0   229   0.0500   |   0.06240   0.34516   |   0.58932   6.04011  
230.0   230   0.0500   |   0.09373   0.33262   |   0.29347   9.88420  
231.0   231   0.0500   |   0.08884   0.17913   |   0.43385   4.30525  
232.0   232   0.0500   |   0.08631   0.19729   |   0.32822   9.30933  
233.0   233   0.0500   |   0.09947   0.27563   |   0.61342   8.63459  
234.0   234   0.0500   |   0.08439   0.25680   |   0.38389   7.42722  
235.0   235   0.0500   |   0.09990   0.45310   |   0.48367   6.36172  
236.0   236   0.0500   |   0.07574   0.28043   |   0.28180   7.34129  
237.0   237   0.0500   |   0.07251   0.18055   |   0.55534   5.85877  
238.0   238   0.0500   |   0.16737   0.60566   |   0.73872   7.86952  
239.0   239   0.0500   |   0.07015   0.28137   |   0.43360   5.16691  
240.0   240   0.0500   |   0.07006   0.46088   |   0.97999   6.55855  
241.0   241   0.0500   |   0.10009   0.26173   |   0.24234   6.22183  
242.0   242   0.0500   |   0.08772   0.40305   |   0.36209   6.44402  
243.0   243   0.0500   |   0.06562   0.22415   |   0.38166   5.95892  
244.0   244   0.0500   |   0.07170   0.30363   |   0.26721   7.51413  
245.0   245   0.0500   |   0.06564   0.15984   |   0.31761   4.82996  
246.0   246   0.0500   |   0.06960   0.37688   |   0.38997   5.77347  
247.0   247   0.0500   |   0.08087   0.21491   |   0.10777   7.04237  
248.0   248   0.0500   |   0.06576   0.22103   |   0.63160   4.35548  
249.0   249   0.0500   |   0.09417   0.25533   |   0.29079   5.84772  
250.0   250   0.0500   |   0.07903   0.19564   |   0.29461   8.05752  
251.0   251   0.0500   |   0.06885   0.35880   |   0.59334   5.57934  
252.0   252   0.0500   |   0.06947   0.28880   |   0.66327   5.76741  
253.0   253   0.0500   |   0.07745   0.12946   |   0.12603   5.01107  
254.0   254   0.0500   |   0.16995   0.68007   |   0.39634   6.10877  
255.0   255   0.0500   |   0.06368   0.43272   |   0.62700   5.99859  
256.0   256   0.0500   |   0.15361   0.33317   |   0.36838   6.37856  
257.0   257   0.0500   |   0.06910   0.15218   |   0.38011   4.91411  
258.0   258   0.0500   |   0.08858   0.17153   |   0.35406   7.37789  
259.0   259   0.0500   |   0.12858   0.22373   |   0.38465   7.22216  
260.0   260   0.0500   |   0.07013   0.10392   |   0.26716   5.17513  
261.0   261   0.0500   |   0.09864   0.24450   |   0.36484   5.88803  
262.0   262   0.0500   |   0.17066   0.39114   |   0.39006   6.02206  
263.0   263   0.0500   |   0.11970   0.22729   |   0.43561   6.59183  
264.0   264   0.0500   |   0.05619   0.32855   |   0.80068   4.65484  
265.0   265   0.0500   |   0.06048   0.52990   |   0.36607   5.65246  
266.0   266   0.0500   |   0.06748   0.47001   |   0.49715   7.38510  
267.0   267   0.0500   |   0.06796   0.21731   |   0.34811   4.73546  
268.0   268   0.0500   |   0.05670   0.09056   |   0.35681   4.53490  
269.0   269   0.0500   |   0.06455   0.24205   |   0.60462   5.52432  
270.0   270   0.0500   |   0.07211   0.38373   |   0.24566   4.44827  
271.0   271   0.0500   |   0.07884   0.22954   |   0.43135   6.72864  
272.0   272   0.0500   |   0.06892   0.10872   |   0.34836   7.03792  
273.0   273   0.0500   |   0.14540   0.29038   |   0.52777   5.29174  
274.0   274   0.0500   |   0.08259   0.16783   |   0.73835   7.08162  
275.0   275   0.0500   |   0.08124   0.22033   |   0.54001   5.48660  
276.0   276   0.0500   |   0.06349   0.12177   |   0.21176   4.15187  
277.0   277   0.0500   |   0.06683   0.12681   |   0.32864   3.77564  
278.0   278   0.0500   |   0.13495   0.37947   |   0.43393   5.50320  
279.0   279   0.0500   |   0.06454   0.56522   |   0.58100   5.73295  
280.0   280   0.0500   |   0.09110   0.22266   |   0.52920   7.21273  
281.0   281   0.0500   |   0.06315   0.38250   |   0.23743   5.22835  
282.0   282   0.0500   |   0.11047   0.22461   |   0.59852   3.49708  
283.0   283   0.0500   |   0.10593   0.21808   |   0.42561   3.19518  
284.0   284   0.0500   |   0.14133   0.22926   |   0.50667   5.03266  
285.0   285   0.0500   |   0.05873   0.21620   |   0.34848   4.43173  
286.0   286   0.0500   |   0.07133   0.27426   |   0.75479   3.53150  
287.0   287   0.0500   |   0.07933   0.21310   |   0.49254   3.25168  
288.0   288   0.0500   |   0.07219   0.41816   |   0.37207   6.56157  
289.0   289   0.0500   |   0.06202   0.32681   |   0.42955   5.94371  
290.0   290   0.0500   |   0.06718   0.25039   |   0.48609   4.85120  
291.0   291   0.0500   |   0.07148   0.20067   |   0.17533   3.14804  
292.0   292   0.0500   |   0.06051   0.17172   |   0.14677   3.50777  
293.0   293   0.0500   |   0.06932   0.29098   |   0.59006   3.48896  
294.0   294   0.0500   |   0.05488   0.26553   |   0.62027   3.11018  
295.0   295   0.0500   |   0.05391   0.58413   |   0.20037   5.38599  
296.0   296   0.0500   |   0.07661   0.17194   |   0.49363   4.32717  
297.0   297   0.0500   |   0.06526   0.28800   |   0.71869   5.01501  
298.0   298   0.0500   |   0.11311   0.62817   |   0.51054   6.39599  
299.0   299   0.0500   |   0.08535   0.36305   |   0.44704   5.10683  
300.0   300   0.0500   |   0.07427   0.16835   |   0.32475   3.06904  
301.0   301   0.0500   |   0.04983   0.14916   |   0.46592   3.65335  
302.0   302   0.0500   |   0.05725   0.29238   |   0.28499   4.85084  
303.0   303   0.0500   |   0.14422   0.31050   |   0.37109   5.32851  
304.0   304   0.0500   |   0.07106   0.25563   |   0.24086   4.46685  
305.0   305   0.0500   |   0.12368   0.20874   |   0.10406   5.51104  
306.0   306   0.0500   |   0.05631   0.36364   |   0.47902   3.78427  
307.0   307   0.0500   |   0.05210   0.32748   |   0.27146   4.30162  
308.0   308   0.0500   |   0.16352   0.26489   |   0.38811   5.02562  
309.0   309   0.0500   |   0.08366   0.18931   |   0.32301   3.99007  
310.0   310   0.0500   |   0.06431   0.76930   |   0.54849   5.01329  
311.0   311   0.0500   |   0.06298   0.38017   |   0.32761   6.13847  
312.0   312   0.0500   |   0.06902   0.36662   |   0.19337   3.32210  
313.0   313   0.0500   |   0.16370   0.21950   |   0.41264   4.77690  
314.0   314   0.0500   |   0.10513   0.30575   |   0.40096   5.34796  
315.0   315   0.0500   |   0.05604   0.35328   |   0.36539   3.23631  
316.0   316   0.0500   |   0.07052   0.41702   |   0.11613   4.64751  
317.0   317   0.0500   |   0.07075   0.55711   |   0.28831   5.34529  
318.0   318   0.0500   |   0.06094   0.20023   |   0.20805   3.22681  
319.0   319   0.0500   |   0.07822   0.31236   |   0.11176   3.67595  
320.0   320   0.0500   |   0.08209   0.33754   |   0.29389   3.34557  
321.0   321   0.0500   |   0.10320   0.29627   |   0.27985   4.49358  
322.0   322   0.0500   |   0.05759   0.38319   |   0.44376   4.60144  
323.0   323   0.0500   |   0.06179   0.42218   |   0.22632   4.48568  
324.0   324   0.0500   |   0.06942   0.25120   |   0.20400   4.01463  
325.0   325   0.0500   |   0.06921   0.36037   |   0.26622   3.07102  
326.0   326   0.0500   |   0.06758   0.24803   |   0.33443   3.85149  
327.0   327   0.0500   |   0.05343   0.33314   |   0.25879   4.27840  
328.0   328   0.0500   |   0.05745   0.18133   |   0.67852   5.06039  
329.0   329   0.0500   |   0.07043   0.43716   |   0.35759   5.59309  
330.0   330   0.0500   |   0.14108   0.30703   |   0.49148   5.26906  
331.0   331   0.0500   |   0.07801   0.17762   |   0.43042   6.63813  
332.0   332   0.0500   |   0.06917   0.16395   |   0.33707   8.22529  
333.0   333   0.0500   |   0.06859   0.14591   |   0.56618   6.45965  
334.0   334   0.0500   |   0.07126   0.32717   |   0.23503   3.60756  
335.0   335   0.0500   |   0.10030   0.21531   |   0.29664   5.82334  
336.0   336   0.0500   |   0.09222   0.32609   |   0.62335   3.94801  
337.0   337   0.0500   |   0.09703   0.24942   |   0.24000   5.63801  
338.0   338   0.0500   |   0.05750   0.16101   |   0.49162   3.60285  
339.0   339   0.0500   |   0.07894   0.63563   |   0.18264   6.40574  
340.0   340   0.0500   |   0.05637   0.15616   |   0.52402   5.08116  
341.0   341   0.0500   |   0.09633   0.19837   |   0.16915   4.69049  
342.0   342   0.0500   |   0.15514   0.16954   |   0.37910   5.89911  
343.0   343   0.0500   |   0.12185   0.27232   |   0.15146   3.12148  
344.0   344   0.0500   |   0.06554   0.16509   |   0.48257   4.24672  
345.0   345   0.0500   |   0.08113   0.42090   |   0.33179   3.56164  
346.0   346   0.0500   |   0.07525   0.38831   |   0.11885   2.96870  
347.0   347   0.0500   |   0.09537   0.22014   |   0.33176   5.45046  
348.0   348   0.0500   |   0.06579   0.14330   |   0.08242   4.40121  
349.0   349   0.0500   |   0.06342   0.16741   |   0.31710   4.89798  
350.0   350   0.0500   |   0.08192   0.30678   |   0.60885   4.88652  
351.0   351   0.0500   |   0.06533   0.21878   |   0.27720   4.91701  
352.0   352   0.0500   |   0.06997   0.47647   |   0.27528   4.23622  
353.0   353   0.0500   |   0.12992   0.35626   |   0.38133   4.72523  
354.0   354   0.0500   |   0.05751   0.13922   |   0.15130   4.57929  
355.0   355   0.0500   |   0.08428   0.29109   |   0.06288   4.42994  
356.0   356   0.0500   |   0.15342   0.27847   |   0.41900   4.82761  
357.0   357   0.0500   |   0.09366   0.29094   |   0.18221   5.27221  
358.0   358   0.0500   |   0.08567   0.32496   |   0.19204   3.34421  
359.0   359   0.0500   |   0.08337   0.12978   |   0.73965   5.47692  
360.0   360   0.0500   |   0.08020   0.25402   |   0.22304   5.08783  
361.0   361   0.0500   |   0.05737   0.27170   |   0.23243   4.03167  
362.0   362   0.0500   |   0.07673   0.23483   |   0.20689   4.36450  
363.0   363   0.0500   |   0.05606   0.22510   |   0.18076   4.42509  
364.0   364   0.0500   |   0.06473   0.11337   |   0.08073   3.58953  
365.0   365   0.0500   |   0.14812   0.73753   |   0.38150   6.33081  
366.0   366   0.0500   |   0.10918   0.23277   |   0.34340   3.77182  
367.0   367   0.0500   |   0.15175   0.28628   |   0.41286   4.57121  
368.0   368   0.0500   |   0.09529   0.31503   |   0.14957   6.83655  
369.0   369   0.0500   |   0.07589   0.15948   |   0.35066   6.88248  
370.0   370   0.0500   |   0.06168   0.19162   |   0.11639   3.43326  
371.0   371   0.0500   |   0.13230   0.41926   |   0.29018   5.01682  
372.0   372   0.0500   |   0.15299   0.48869   |   0.26944   5.67965  
373.0   373   0.0500   |   0.07330   0.17479   |   0.01989   4.11250  
374.0   374   0.0500   |   0.07877   0.39626   |   0.25403   4.16989  
375.0   375   0.0500   |   0.06256   0.12206   |   0.48530   3.59696  
376.0   376   0.0500   |   0.05989   0.19645   |   0.35071   3.60092  
377.0   377   0.0500   |   0.06841   0.22825   |   0.29291   3.70859  
378.0   378   0.0500   |   0.06178   0.43719   |   0.84109   5.01028  
379.0   379   0.0500   |   0.14420   0.49635   |   0.31982   4.14045  
380.0   380   0.0500   |   0.13786   0.58484   |   0.39896   5.20680  
381.0   381   0.0500   |   0.06992   0.23226   |   0.37069   5.79797  
382.0   382   0.0500   |   0.09542   0.20982   |   0.17745   5.53866  
